post_id,user_id,post_text,hashtags,post_time,post_type,follower_count,likes,comments,shares,engagement_score,is_trending,day_of_week
post_6612,user_793,Goal bag teacher coach next not city environment view child mention hospital teacher.,"#now,#perform,#line,#enjoy",2025-04-02 20:14:22,image,440207,4806,545,956,3142.7,1,Wednesday
post_6613,user_1140,Parent moment use measure turn agent great measure type hotel compare receive investment.,"#specific,#drug,#blood,#fly",2025-04-06 22:01:25,link,924937,2986,954,407,2118.5,1,Sunday
post_6614,user_478,Whose stuff store then himself.,"#go,#central",2025-04-28 15:49:01,video,868047,682,828,897,747.3,0,Monday
post_6615,user_769,Store role shoulder age sing Mrs surface prepare pressure several.,"#difference,#material,#ago,#drive,#over",2025-04-22 11:45:34,link,851042,2098,610,660,1507.8,1,Tuesday
post_6616,user_880,Second among church animal firm.,"#somebody,#likely,#adult,#player",2025-04-26 13:04:33,image,100537,1939,888,812,1511.0,1,Saturday
post_6617,user_109,With myself forget in environmental idea learn white spring development certainly walk through model fly just stock have evidence.,#game,2025-04-18 09:07:32,link,297144,185,564,766,356.8,0,Friday
post_6618,user_244,Stage use film feeling provide response dog customer unit thousand important same test range section physical.,"#evening,#month,#term,#third,#can",2025-04-12 01:40:46,image,633821,4446,162,169,2733.1,1,Saturday
post_6619,user_1120,Vote morning design them before last chair end media.,#situation,2025-04-04 08:25:30,image,252225,3344,143,101,2059.4,1,Friday
post_6620,user_195,Himself economy it director often decade decide entire vote yet onto travel business.,"#fight,#before",2025-04-06 22:30:53,image,183432,472,610,182,484.4,0,Sunday
post_6621,user_1984,Remember thus court free choice culture alone pass run indicate have old card.,"#once,#interesting,#worry,#occur,#even",2025-04-19 08:57:06,image,703214,3416,883,369,2351.4,1,Saturday
post_6622,user_965,Real probably church these under at few simple read clearly suffer factor.,"#art,#answer",2025-04-26 17:25:13,link,501546,463,392,432,438.6,0,Saturday
post_6623,user_929,The election peace matter create tell camera force morning inside campaign generation little.,"#lawyer,#story,#phone,#base",2025-04-28 22:06:31,link,51387,4062,305,538,2582.5,1,Monday
post_6624,user_421,Door expect live finally party over nature whom concern image into push stand party news.,#along,2025-04-10 04:00:27,text,552953,159,659,953,388.4,0,Thursday
post_6625,user_539,Another near find here take story right production speech blood cover participant note interesting TV general shoulder wide wait west machine police.,"#direction,#officer,#firm,#role,#the",2025-04-28 00:06:33,text,478536,1357,878,677,1145.3,1,Monday
post_6626,user_409,Himself probably dinner catch throw see with return hear positive open will from second happen enjoy.,"#people,#bring,#arm,#number,#with",2025-04-29 11:53:55,video,772964,603,150,609,467.7,0,Tuesday
post_6627,user_1877,Civil model focus blue project half team company safe those.,"#until,#million,#break,#employee,#human",2025-04-26 17:15:26,video,662314,2655,583,673,1835.2,1,Saturday
post_6628,user_1026,Reduce article media most similar long because improve court opportunity history maintain hot.,"#improve,#perhaps,#media,#court,#find",2025-04-20 02:15:59,image,68893,615,208,308,462.2,0,Sunday
post_6629,user_815,Pull drive middle sound indeed.,"#generation,#police",2025-04-22 09:01:59,link,544302,4782,164,564,2974.8,1,Tuesday
post_6630,user_853,Measure way development wind tell.,#themselves,2025-04-08 10:26:44,link,861438,2934,173,520,1864.3,1,Tuesday
post_6631,user_1050,Special pay where professional democratic perform message allow animal just sit.,"#individual,#ask,#big",2025-05-01 10:01:29,image,86910,4737,89,593,2928.2,1,Thursday
post_6632,user_1128,Hold task thank view interesting pressure low type culture point him already such use music.,"#speech,#rock,#glass",2025-04-14 21:47:23,video,93905,3208,909,353,2232.8,1,Monday
post_6633,user_1188,Wish there issue record something American.,#here,2025-04-29 02:16:26,video,979090,3534,59,234,2161.5,1,Tuesday
post_6634,user_604,Teach represent author close artist only her particularly.,"#research,#condition,#create,#cell,#certainly",2025-04-29 05:04:35,text,420855,1440,742,641,1150.7,1,Tuesday
post_6635,user_652,Together education college sense help success collection successful represent behavior arm parent often everything compare almost reduce manager through question tax development ever.,"#candidate,#myself,#phone",2025-04-20 14:59:02,video,71706,2520,998,533,1864.7,1,Sunday
post_6636,user_1074,Situation natural beat probably already herself ball short later paper move pass article why live.,"#product,#officer",2025-04-18 14:36:29,video,332294,3484,237,219,2183.4,1,Friday
post_6637,user_251,Project sign visit over stage southern remain Mrs control up low leg.,"#company,#finally,#family",2025-04-08 20:51:13,link,673148,1909,112,934,1272.4,1,Tuesday
post_6638,user_612,Worry television party see allow choose yet.,"#this,#I,#understand,#personal",2025-04-28 09:21:03,text,54044,1784,487,657,1282.2,1,Monday
post_6639,user_1957,Offer right test test author scene hold cost true employee chance once his spring create especially eight really number.,"#owner,#kind,#news,#already",2025-04-29 16:28:33,link,612457,3726,732,124,2467.6,1,Tuesday
post_6640,user_231,Traditional whom box fact large thank item throughout hope free I remain summer.,"#realize,#provide",2025-04-03 04:26:02,link,101027,2600,959,454,1893.1,1,Thursday
post_6641,user_372,Question allow including take day gas author particularly fear trip young improve ready give about new fill responsibility us.,"#however,#now,#probably",2025-04-06 18:38:02,image,572396,3198,522,610,2136.4,1,Sunday
post_6642,user_1723,Last case fund garden design hour tough number baby visit work politics.,"#four,#assume,#floor",2025-04-29 22:55:31,image,761661,420,586,123,440.1,0,Tuesday
post_6643,user_696,Factor student choice fear event parent.,#contain,2025-04-06 17:46:49,video,144899,4097,857,170,2732.3,1,Sunday
post_6644,user_857,Student nature pull option land technology allow data available face letter usually section by detail tonight consumer produce field begin improve.,"#relationship,#remember,#add",2025-04-23 13:49:39,text,348818,4877,472,209,3088.7,1,Wednesday
post_6645,user_203,Perhaps standard newspaper with management PM investment my response success shoulder.,"#natural,#type,#explain,#player",2025-04-09 13:43:06,link,392303,2141,788,386,1559.6,1,Wednesday
post_6646,user_257,Second medical land ahead career choose.,"#school,#military",2025-04-03 20:11:05,link,41640,4677,7,16,2809.9,1,Thursday
post_6647,user_1458,System product present must allow star need decade hit purpose five return section sound statement service happen world senior according.,"#bring,#voice,#attorney,#together,#price",2025-04-09 17:21:11,link,690881,3441,184,52,2125.0,1,Wednesday
post_6648,user_677,Brother everybody sure something send determine yourself quality coach there.,"#million,#entire,#easy",2025-04-09 15:29:00,video,543533,3955,582,732,2620.8,1,Wednesday
post_6649,user_1840,Worker born style music soldier face land onto movie kitchen may sign fine enter picture nice true.,"#fish,#still",2025-04-04 03:20:15,image,568332,808,251,622,622.3,0,Friday
post_6650,user_654,Loss movement study yet task edge catch kid wife dark town hour pressure they local service those.,"#note,#building,#play",2025-04-22 21:15:14,video,329639,1267,204,754,896.8,0,Tuesday
post_6651,user_432,Ground evening forward song factor.,"#region,#space,#war",2025-04-30 09:56:40,link,355942,4087,121,896,2578.1,1,Wednesday
post_6652,user_1578,Be seven picture book generation believe future improve.,"#usually,#business,#style,#growth,#yard",2025-04-14 10:03:05,text,101414,2474,546,337,1681.9,1,Monday
post_6653,user_937,Shoulder benefit response rule themselves any seven argue war admit make significant ok live culture place health risk crime try key use.,"#school,#use",2025-04-21 10:24:03,image,172529,1214,273,961,906.4,0,Monday
post_6654,user_382,Necessary economy leave sign reduce goal open trade health when subject dinner film none well.,"#true,#since,#or",2025-04-18 02:16:34,text,813476,566,514,656,559.4,0,Friday
post_6655,user_725,Reveal your around might play opportunity various marriage spend yard natural million find marriage bring effort appear director successful certainly likely.,"#side,#artist,#which,#rest",2025-04-03 04:33:52,text,442126,3004,231,128,1884.5,1,Thursday
post_6656,user_392,Pretty enter next necessary science factor statement candidate similar support that organization ever us citizen between light member whole tough one me learn.,"#real,#career,#here,#add,#many",2025-04-18 03:05:19,video,136292,3452,280,829,2238.1,1,Friday
post_6657,user_421,Join phone girl wind article before score.,"#animal,#some,#style",2025-04-02 18:26:12,text,708503,1778,623,501,1303.8,1,Wednesday
post_6658,user_1630,Can him eight despite yet debate society.,"#during,#run",2025-04-15 04:48:27,image,781818,3319,376,46,2108.8,1,Tuesday
post_6659,user_1529,Turn officer loss animal human point test analysis yes career prevent president hear either region news.,"#answer,#school",2025-04-23 09:23:12,link,852440,4805,676,810,3166.8,1,Wednesday
post_6660,user_1080,Theory democratic organization machine blue strong method surface economy cause cost forward tend.,"#short,#most,#maybe,#involve",2025-04-19 04:00:58,video,516380,4770,404,955,3078.7,1,Saturday
post_6661,user_1853,Clearly wish change similar level thus region sit of stage vote past.,"#assume,#per",2025-04-21 19:31:56,text,885300,4827,968,806,3267.2,1,Monday
post_6662,user_674,Field outside along yard mouth reach effort factor good opportunity.,"#so,#image",2025-04-18 08:58:49,link,633323,4901,13,794,3023.9,1,Friday
post_6663,user_462,Father receive get really several apply discuss ahead clear.,"#run,#spend,#film,#month",2025-04-12 06:30:44,text,805293,4324,942,117,2888.7,1,Saturday
post_6664,user_330,Season good source attention option eight according low study black song court system manage whole.,"#bar,#site,#successful",2025-04-02 11:59:00,image,921065,2454,219,99,1548.0,1,Wednesday
post_6665,user_252,Institution democratic impact.,"#audience,#list,#body,#your",2025-04-17 05:49:41,image,650143,4941,926,187,3261.1,1,Thursday
post_6666,user_1129,Argue food over us police picture billion play job another probably watch national.,"#card,#even,#history,#food",2025-04-05 15:31:18,link,425163,1756,273,197,1155.2,1,Saturday
post_6667,user_1445,Far least world police early car figure skill ability us thing nearly.,"#sometimes,#here,#record,#form,#science",2025-04-24 20:19:01,image,947253,2636,81,269,1632.8,1,Thursday
post_6668,user_124,Market big rest plant whose quality.,"#long,#radio",2025-04-12 23:07:36,text,69225,2408,874,644,1771.4,1,Saturday
post_6669,user_1454,Gas responsibility tonight although despite turn activity seek director decade range try air real discussion can forward.,#land,2025-04-22 03:42:08,text,440958,4845,620,457,3138.7,1,Tuesday
post_6670,user_1355,Sea guy north ready eye police perhaps court middle her see hundred among side sister television open hour.,"#political,#player",2025-04-21 16:14:08,link,181238,4386,445,412,2806.3,1,Monday
post_6671,user_657,Interest vote indicate blood watch another onto group student.,"#lot,#letter,#beautiful,#fire",2025-04-01 14:02:19,video,719189,1463,707,768,1166.7,1,Tuesday
post_6672,user_772,Lawyer teacher example fall enter here show issue article teacher thus.,"#adult,#heart,#protect",2025-04-08 02:44:28,image,441825,1126,993,823,1055.8,1,Tuesday
post_6673,user_1339,Discussion memory out four drive system of safe big role bar condition recent animal state throughout entire be.,"#sit,#skill",2025-04-19 14:53:13,link,62875,3751,567,477,2468.4,1,Saturday
post_6674,user_485,Choose own hear movie next action ten.,#couple,2025-04-09 18:12:40,video,495487,1758,982,291,1378.5,1,Wednesday
post_6675,user_811,South perform energy today pay box article fact father check happen system say writer chance eight.,"#see,#already",2025-04-16 14:06:38,text,774029,3460,234,453,2191.5,1,Wednesday
post_6676,user_796,Necessary street near less against white radio style hand action trade inside section professor each.,"#member,#without",2025-04-20 23:43:17,image,978137,1408,324,259,967.9,0,Sunday
post_6677,user_197,Face ever federal economic Mrs attack special live approach figure could report senior.,"#throw,#wear,#never,#purpose,#sea",2025-04-19 19:22:27,image,648725,3187,843,397,2204.8,1,Saturday
post_6678,user_706,Per specific wonder hospital wife thing maintain car your body.,"#only,#player",2025-04-30 03:47:21,video,152378,2184,481,859,1540.6,1,Wednesday
post_6679,user_1706,Choice carry science ever leader prove seat various short catch top activity.,"#require,#ability,#sit,#final,#sense",2025-04-11 15:44:07,video,707428,1813,834,741,1412.1,1,Friday
post_6680,user_1407,Without my success all film answer family strategy management.,"#hot,#space",2025-04-28 09:20:23,image,627653,886,854,960,883.8,0,Monday
post_6681,user_1878,Girl relate garden common drive author successful own air main walk according production build whose apply short sign face long receive.,"#positive,#tend,#center,#story",2025-04-08 19:55:14,link,705620,4614,170,577,2877.1,1,Tuesday
